Place,City,Country,Continent,Visitors_per_year_millions,Average_Spend_USD,Rating,Historical_Significance,Popular_Season,World_Ranking
Louvre Museum,Paris,India,Europe,11.76709218653771,3913.2858968656965,3.358872123356732,True,Fall,24
Statue of Liberty,Agra,Peru,South America,17.039461790868728,4527.115207474399,3.3051962161374897,True,Spring,191
Santorini,Rome,Canada,North America,38.53026125697465,3207.7988823508795,4.583603834104842,True,Fall,726
Niagara Falls,Beijing,USA,North America,2.4199466968135903,2420.1049214652007,3.728410039689797,True,Spring,345
Great Wall of China,Agra,USA,Europe,15.271388222282278,4835.743515050786,2.652779843801663,False,Summer,412
Santorini,Beijing,Greece,North America,41.788565358188386,3491.2163956007425,4.315114949489306,True,Fall,742
Machu Picchu,Santorini,India,Asia,91.10377882868195,1341.625854497063,4.629446447848368,True,Winter,217
Great Wall of China,Ontario,France,Europe,44.48944904210484,3971.254556252733,3.6100804891266467,False,Fall,5
Eiffel Tower,Paris,France,South America,51.21469048051159,2960.754744514915,2.6039638712532893,True,Summer,324
Great Wall of China,New York,China,Europe,99.12126807918261,316.1690092765195,2.7291631193129073,True,Spring,84
Statue of Liberty,Paris,USA,South America,2.0696983789209007,1921.2290061013778,4.5106568436093255,False,Spring,692
Great Wall of China,Agra,Canada,South America,41.212468437256064,4247.8295032449205,2.5531047383915486,True,Summer,993
Great Wall of China,Rome,Canada,South America,23.079689400993484,4830.55377708976,4.258575974422476,False,Winter,780
Disneyland,Santorini,Italy,North America,20.856896155096038,1527.384714179505,3.428302046682741,False,Fall,137
Niagara Falls,Agra,France,South America,47.42783646891034,1416.6566559275545,2.960733794932529,False,Summer,651
Machu Picchu,Rome,France,Europe,79.65757575729971,2962.7858471955565,3.1426506264355796,False,Spring,328
Colosseum,Anaheim,France,Asia,21.256616357698935,4185.626063074198,2.0002618425680225,False,Summer,338
Disneyland,New York,Peru,Europe,18.690020793352005,2040.8950331264575,2.843171811764394,False,Spring,916
Santorini,Rome,Italy,Asia,77.29108833615336,4807.080422745937,3.746608019087107,False,Spring,452
Colosseum,Anaheim,USA,South America,44.85585999339123,3111.8972227464483,3.8329695489060747,False,Winter,83
Taj Mahal,Paris,Peru,Europe,83.144020910614,2256.549976895711,4.54869572594213,False,Spring,541
Eiffel Tower,Santorini,France,Europe,55.74274624345602,961.4840591563609,3.327743316384037,True,Spring,118
Colosseum,Anaheim,Italy,Europe,61.79717817541156,3955.6725287761897,4.498137696911497,True,Summer,827
Machu Picchu,Paris,Peru,Europe,45.263639371727656,4214.353330235738,2.042713632308289,False,Summer,74
Niagara Falls,Agra,India,North America,55.53901136745199,3877.926088010819,4.939305296445987,True,Fall,510
Statue of Liberty,Ontario,Italy,Europe,60.63858694580308,4507.7937238646255,3.898868527256704,True,Fall,68
Eiffel Tower,Cusco,France,North America,66.64452234264117,2163.7534779660955,2.9956927975320298,False,Fall,880
Statue of Liberty,Agra,Canada,Asia,52.30227062290098,4391.575442066211,3.469920041940208,False,Summer,527
Colosseum,New York,France,Europe,89.04244996844662,184.26566684713237,2.112293496522805,False,Summer,835
Eiffel Tower,Ontario,USA,Europe,74.59398947950523,2777.2740252340345,4.43790561953319,False,Spring,557
Disneyland,Anaheim,France,Asia,54.44502724232902,4913.538768718481,4.899722122267422,True,Fall,206
Machu Picchu,Cusco,France,South America,67.59949689401012,617.9953986299887,3.334608296093496,False,Summer,724
Niagara Falls,Paris,USA,North America,18.577141587090086,653.6862234481788,4.867542623526255,True,Spring,427
Louvre Museum,Rome,Peru,Europe,64.05361205959223,3560.799755565486,3.3462469869212668,False,Summer,998
Taj Mahal,Rome,USA,North America,71.20397606755733,2400.0342393238925,2.7800316514918326,False,Spring,942
Eiffel Tower,Rome,USA,South America,90.29570690503711,3150.9830331588932,2.761595249073802,False,Spring,3
Taj Mahal,Santorini,Italy,Europe,12.387183931212247,3092.493356254737,3.6768921985404646,False,Spring,121
Santorini,Paris,India,Europe,94.29169252688645,1735.588023691905,1.338213718402137,True,Summer,103
Machu Picchu,Rome,Peru,Europe,42.79107523412671,766.9013170075233,4.896966300785701,True,Summer,536
Machu Picchu,New York,Peru,North America,77.76701220211167,698.6389983187123,2.8542520715855133,True,Spring,615
Colosseum,Paris,Greece,North America,92.52234259601111,4238.969958753487,4.46140227630258,False,Spring,213
Statue of Liberty,Agra,China,Asia,23.171147276106215,2931.3108260464583,2.1214380327419033,True,Spring,750
Niagara Falls,Cusco,Italy,Asia,75.7401217138677,2190.072160723476,2.4216466250287327,False,Spring,52
Great Wall of China,Beijing,Canada,North America,26.86513545896728,2800.4836867330964,4.0601766356048685,False,Winter,256
Taj Mahal,Rome,China,North America,94.2371642301673,1077.6319201900903,3.90491060488327,False,Fall,652
Santorini,Cusco,USA,North America,67.2991649890674,153.0662664493114,4.113182759533416,True,Spring,394
Disneyland,Paris,India,South America,4.603013569063128,1777.8703912973826,3.243982195632164,False,Spring,551
Statue of Liberty,Rome,Canada,Europe,17.477699214866426,4593.564659151424,2.868696449370614,False,Spring,666
Santorini,New York,USA,North America,67.28975947020105,3901.3476826046062,4.491996033043083,True,Summer,789
Machu Picchu,Ontario,Canada,North America,57.10068812898713,1115.7358518224057,3.869112288115769,False,Summer,661
Niagara Falls,Agra,India,Europe,26.99313572778319,2270.674584958141,3.2239413509743557,False,Summer,483
Niagara Falls,Rome,Greece,Europe,16.153143573860213,586.1315507809758,3.095323754683733,False,Fall,172
Machu Picchu,Ontario,France,Europe,50.233235455720376,4626.234532189115,2.631821348648421,False,Spring,499
Great Wall of China,Agra,France,Asia,48.695477543461976,1219.2975428977436,4.05932649167736,False,Summer,596
Eiffel Tower,Beijing,Peru,Asia,2.122389901861249,4774.660994778602,4.708603395667877,True,Spring,334
Machu Picchu,Rome,Peru,Europe,42.81543105559237,4978.347187253433,4.504619130365933,False,Winter,709
Machu Picchu,Paris,Greece,North America,50.928250506156736,261.3289227780391,1.0536949667699549,True,Summer,548
Louvre Museum,Ontario,France,Europe,29.30422508403088,4917.387542720742,3.323823355348386,False,Spring,72
Colosseum,Rome,France,Asia,91.62948043295685,3701.9228221073586,4.647820781762378,False,Spring,108
Statue of Liberty,Paris,France,Asia,76.93559011605916,427.59207625828816,4.898618237889343,False,Summer,897
Disneyland,Anaheim,France,Asia,94.69124267031823,924.7512778491719,4.051616411913267,True,Winter,132
Colosseum,Paris,Italy,Europe,64.52419376930632,4835.667374620431,3.999681331173667,True,Summer,657
Niagara Falls,Anaheim,India,North America,52.289172043483475,738.0569724270285,2.4201930017566586,True,Spring,25
Louvre Museum,Paris,USA,Europe,4.167973804306602,3893.8921491245183,2.6930676025640916,False,Fall,285
Colosseum,Santorini,Canada,Europe,23.881172227925095,4673.845778328364,3.468068063124004,True,Winter,671
Taj Mahal,Cusco,India,North America,66.44851563912145,2819.81914893409,2.237665614582147,True,Summer,665
Machu Picchu,Anaheim,Peru,South America,11.986987998977275,3236.025591456141,3.177102902881611,True,Spring,980
Louvre Museum,Rome,Canada,North America,45.72166999807126,1554.1850483736296,1.6617591093096866,False,Fall,435
Eiffel Tower,Cusco,France,South America,41.969762603621305,1396.662525229815,4.402314041627237,True,Summer,710
Taj Mahal,Cusco,China,North America,98.58241115083173,3780.4925059268458,1.3735532776017396,True,Summer,62
Santorini,Paris,USA,Europe,67.91763497234098,327.80651255035036,1.4013859030208553,False,Winter,477
Louvre Museum,Anaheim,Greece,Europe,87.71219677840992,971.8803186298871,2.552429025845184,True,Fall,461
Machu Picchu,Agra,Peru,North America,94.91411721252624,4278.648537513613,4.301873783047569,False,Summer,969
Taj Mahal,Ontario,Peru,Europe,25.346299004111494,4303.322288480821,2.406507319330529,True,Summer,667
Statue of Liberty,Santorini,USA,South America,33.36308521059718,1311.8585176366298,1.0058407498426645,True,Summer,950
Taj Mahal,Paris,China,Europe,18.037395511567446,1206.69361725465,2.8312510896943466,False,Fall,779
Taj Mahal,Anaheim,Peru,Europe,64.9898289201144,738.4201589554257,1.004173534176111,False,Summer,924
Machu Picchu,Paris,France,South America,36.41702168087582,411.3267487817096,1.1095654006945437,False,Fall,789
Colosseum,Paris,China,Europe,3.712041015964404,171.85229311755188,1.9059273348830863,True,Spring,321
Eiffel Tower,Beijing,France,North America,78.7739760826198,4251.897022981341,2.4684664958022937,False,Summer,721
Colosseum,Paris,Greece,North America,65.73922100148489,2473.484029134818,3.564307849983919,True,Spring,32
Niagara Falls,Rome,USA,North America,61.16915144761754,2841.0869094610257,2.3140692292323455,True,Summer,506
Santorini,Paris,France,Europe,32.26037198500697,2234.7466639808044,2.257172420901938,False,Summer,148
Santorini,Rome,Greece,Europe,65.52990306365146,276.62315974540644,3.516164243827439,False,Summer,509
Eiffel Tower,Paris,USA,Europe,18.500170946727476,4559.470746814095,3.4398356940816726,True,Summer,395
Santorini,Paris,Peru,Europe,43.87213828168829,1279.6193792563952,3.015230561673804,True,Spring,964
Statue of Liberty,New York,France,Europe,73.4499188777014,1663.6569973777873,4.807165231884937,True,Spring,250
Great Wall of China,Ontario,China,Europe,6.214756474180411,1567.2873062877882,2.4808452594121944,True,Spring,674
Eiffel Tower,Rome,Italy,South America,58.82547616729609,535.3055468946553,3.8436627062394306,True,Winter,78
Statue of Liberty,Paris,Italy,Europe,35.946138416947555,4247.952003918868,3.6827943927529714,False,Fall,534
Eiffel Tower,Santorini,Canada,Europe,35.82623594885391,4887.023431049348,2.671480536512968,True,Spring,8
Louvre Museum,Cusco,France,Europe,64.92430098072938,862.2216576058706,2.9110564172269373,False,Spring,912
Colosseum,Santorini,Italy,North America,72.92654470502235,4899.126164409908,1.9401175697572288,False,Spring,884
Machu Picchu,New York,USA,South America,92.45806960870713,1073.722072659021,3.4916468133221916,True,Spring,3
Statue of Liberty,Rome,India,North America,78.00115225379136,705.3847635618665,2.3497217710122333,False,Summer,609
Great Wall of China,Santorini,France,Europe,56.17867736891031,3683.5206776741375,1.7987010340517902,False,Fall,871
Santorini,Paris,China,Asia,20.05719401404037,1562.0605926029577,1.0184229600227028,True,Fall,192
Taj Mahal,Ontario,USA,North America,5.1761378998813505,1898.09214290512,4.5228189887628885,False,Summer,599
Eiffel Tower,Ontario,USA,Europe,30.394873892110844,3557.3536839098992,3.426701534949606,True,Fall,424
Great Wall of China,Beijing,USA,North America,12.546117495493718,2858.7287604705057,3.0623537529390368,False,Spring,4
Taj Mahal,New York,Canada,Europe,25.696141297354963,4650.773078890362,1.321507682070716,True,Spring,799
Machu Picchu,Santorini,Canada,Europe,36.00678189480179,4833.923195217977,2.054551880810159,False,Summer,506
Machu Picchu,New York,USA,Asia,75.30015335899401,1897.548638321641,4.247905649857296,False,Summer,344
Louvre Museum,Ontario,India,Asia,12.096322238456583,3038.1878543044922,4.502054014208586,True,Spring,199
Colosseum,New York,France,North America,28.865366268673828,3679.333165942325,4.537302266250144,False,Spring,140
Colosseum,Anaheim,Italy,Europe,73.24120133506011,2742.326328857863,1.7145743664583137,True,Spring,61
Eiffel Tower,Agra,China,Europe,83.89333596627945,2999.925079730635,2.893379528476293,False,Summer,823
Louvre Museum,New York,Italy,North America,95.08556745131,473.0136977394277,3.6781417948838673,True,Spring,155
Louvre Museum,Ontario,Peru,Europe,91.66217636129726,4606.0858185922025,4.720323818090588,False,Summer,299
Taj Mahal,Paris,India,North America,92.2873269271299,2819.2774747801604,2.336968402197322,False,Spring,689
Great Wall of China,Agra,France,Asia,17.08220025998527,3146.0660389447994,3.303830031839799,False,Winter,261
Disneyland,Paris,France,Asia,27.021994663788572,2995.5559765366042,4.640387850465517,True,Summer,538
Louvre Museum,New York,China,Europe,19.924608081700338,3468.4701255481555,4.343669994672865,False,Spring,991
Statue of Liberty,Rome,Italy,Asia,63.58719323291804,4410.155216839206,4.921679296365026,False,Winter,994
Louvre Museum,Anaheim,Greece,Europe,90.68685430083217,584.7094799699863,2.4095694710817317,False,Winter,522
Great Wall of China,Anaheim,Italy,Europe,80.48681667361107,4463.8327666484265,1.838101079240321,False,Winter,980
Disneyland,Paris,Italy,Europe,87.28844373314641,2450.0729985472262,1.8514602055717813,True,Spring,751
Great Wall of China,Ontario,Canada,North America,68.73335086183542,3822.8351444599016,4.538637963136743,False,Summer,234
Disneyland,Paris,Peru,Europe,92.83355288367184,4474.509608031179,3.288574503460378,False,Spring,940
Louvre Museum,Beijing,Canada,North America,26.717268113246632,3726.1821476945474,4.607040588592884,False,Winter,805
Great Wall of China,Santorini,Greece,Asia,53.986583113995756,2065.864712060802,1.5881974833405987,False,Spring,582
Niagara Falls,Agra,Greece,North America,86.6408615674609,4704.015213194589,2.0786982481949705,True,Summer,161
Colosseum,New York,France,Europe,10.110743290584148,4030.917987796947,2.8580282295675197,False,Fall,336
Taj Mahal,Agra,Canada,South America,50.42048056053251,1361.0969785046616,4.6947342023035326,False,Spring,977
Disneyland,Santorini,China,North America,33.641223406221066,4729.95618546835,1.458616175246961,True,Spring,126
Taj Mahal,Cusco,Peru,South America,88.85835782246751,2082.108952942865,3.013693511085743,True,Spring,673
Great Wall of China,Santorini,India,South America,5.802095312717967,2425.1484297523602,4.9817994301670385,True,Fall,28
Disneyland,New York,France,North America,71.64164580065544,1129.5364656886197,4.427897338817519,True,Winter,796
Colosseum,Paris,USA,Europe,74.35764802777673,4587.3641795176,1.8023959051610965,True,Fall,77
Taj Mahal,Anaheim,France,North America,80.65427835748508,1883.517143012683,3.3207635510461517,False,Spring,21
Santorini,Paris,USA,South America,62.764506548456026,1801.6762496995277,2.7301512043107063,True,Spring,121
Colosseum,Ontario,Peru,North America,39.10452120909718,1731.2137350822754,1.4357674630349284,True,Summer,907
Santorini,Ontario,USA,Europe,91.72674298053695,3262.8579603450785,3.4159399151477206,False,Spring,516
Disneyland,Paris,USA,Asia,56.193904283919274,3644.864514415315,3.7885975877754126,True,Fall,33
Disneyland,Rome,Italy,Asia,58.59594184023668,4777.181252412548,2.851154266283817,False,Fall,762
Louvre Museum,Paris,Italy,Europe,48.02965138895331,753.7460707978339,4.971441397258118,False,Spring,850
Eiffel Tower,Rome,India,North America,43.34176436308896,3342.5711001205877,3.4620223062953857,False,Spring,45
Louvre Museum,Ontario,Peru,Europe,13.981454205583233,2283.2887869580777,2.380773185985495,True,Fall,141
Machu Picchu,Paris,Canada,North America,93.68072925275423,1468.6098142274566,1.1201730231371525,True,Spring,505
Santorini,Anaheim,France,Europe,6.928676319477922,3051.0819310309657,1.278886438584229,False,Summer,907
Disneyland,Santorini,USA,North America,59.00104602317339,4652.097396257394,4.391187417260294,False,Winter,726
Colosseum,Beijing,Canada,Europe,98.89620016522767,4365.175161816514,4.9035258270909665,False,Summer,552
Taj Mahal,Anaheim,France,South America,96.46653766170641,4837.271181355272,4.3741565602985375,False,Spring,370
Eiffel Tower,Paris,Greece,Europe,35.51493866398478,4497.827665184959,1.1292361726210203,True,Spring,715
Statue of Liberty,Paris,USA,Europe,49.2732963244949,4094.239309487511,1.2210719750163146,True,Spring,611
Disneyland,Ontario,Peru,Europe,16.58477686476053,3076.018298802952,4.266925188313845,True,Spring,644
Great Wall of China,Paris,China,Europe,6.379349063257819,675.6926903097628,3.8156353055437204,True,Spring,809
Santorini,Anaheim,India,Europe,42.76296537877883,2174.9672242170273,1.2549164362272132,False,Summer,272
Colosseum,Ontario,USA,North America,70.99890834235802,296.2238841034157,3.5148387473495886,False,Spring,519
Louvre Museum,Rome,Greece,Asia,92.02772806808343,514.5983752969645,4.982342989774337,False,Spring,594
Machu Picchu,Cusco,USA,Europe,79.12496369639244,531.6639016417515,3.505820905970326,True,Spring,245
Niagara Falls,Ontario,USA,North America,13.26612857300329,4498.202046911485,3.7803761566620975,True,Winter,146
Eiffel Tower,Agra,USA,Asia,78.72481858731433,2482.1475126189985,1.4339284885072128,True,Summer,186
Great Wall of China,Agra,USA,North America,83.42687451425674,3751.7535951273376,1.9345670148523983,False,Spring,879
Eiffel Tower,Rome,India,North America,17.57812956769098,4969.577535011643,3.5619331516399635,True,Spring,278
Colosseum,New York,France,Europe,93.98940685779127,1987.2517631740043,3.238359188415195,True,Spring,904
Statue of Liberty,Paris,France,Asia,91.99428247474326,1422.2546122336514,2.5386307036257585,True,Summer,335
Machu Picchu,Paris,Peru,North America,3.152222249036544,2020.9542731196977,3.028166109979228,True,Winter,23
Disneyland,Ontario,USA,Asia,72.34926915286485,3528.7209625823916,4.33063216794357,False,Fall,579
Louvre Museum,Cusco,India,Europe,12.36440092705768,442.65457144619097,3.176093973939309,False,Fall,907
Santorini,Santorini,USA,North America,3.764284647254211,538.2930677557139,1.7112229483717538,False,Winter,768
Santorini,Paris,USA,North America,61.98164324153968,4942.315115103881,3.464070006447287,True,Spring,241
Santorini,Santorini,Greece,Europe,47.2950026868441,1052.7668784747664,3.7406841562482382,True,Fall,213
Niagara Falls,Anaheim,Peru,Asia,23.30138811519469,4822.716515931123,4.890674074752001,False,Spring,857
Eiffel Tower,Rome,India,North America,95.61464413541452,2633.6366338798994,4.481194822844824,False,Summer,465
Niagara Falls,Rome,Greece,North America,93.80796148051688,2998.1591661076823,2.2455569989988584,True,Summer,575
Disneyland,Ontario,India,North America,46.174122805153665,658.5278475777881,2.693296055960939,False,Summer,829
Louvre Museum,Paris,France,Europe,42.723704807412226,2015.944892918768,1.0129366502541224,False,Winter,252
Machu Picchu,Santorini,India,Asia,37.48756157143102,1425.9207207326426,2.819967174837302,True,Summer,190
Louvre Museum,Paris,Canada,North America,20.214899980938327,2274.905357437471,1.6570185167296891,False,Spring,890
Louvre Museum,Cusco,USA,Asia,95.1247218921653,2858.6312277327443,4.433584797917506,False,Spring,915
Niagara Falls,Ontario,India,North America,52.12457723474591,3221.243394613408,1.6488578706157555,True,Spring,956
Great Wall of China,Santorini,USA,North America,92.08017015606855,4788.6799579736435,3.5656449069884077,False,Fall,146
Eiffel Tower,Agra,Canada,North America,81.60645804650731,3414.296220195124,3.6653586210022815,True,Winter,220
Eiffel Tower,Santorini,France,Asia,98.22477804339343,3946.7002128585414,4.488180188192491,False,Fall,737
Great Wall of China,Rome,USA,Europe,81.71514631520836,413.6505920512623,1.643236452276653,True,Fall,562
Machu Picchu,Ontario,Italy,Europe,52.84924634695115,1325.8738417342174,3.751503359494709,True,Winter,321
Louvre Museum,Paris,China,South America,15.4781609075311,2880.998916517625,3.925118762410379,True,Fall,473
Machu Picchu,Paris,Canada,Asia,94.6624637639342,3575.5101769585094,2.1592776620591256,False,Spring,757
Taj Mahal,Beijing,India,Europe,81.89592096379604,759.724658269135,1.3238571886814072,True,Winter,640
Taj Mahal,New York,USA,Asia,51.11501776023059,2711.627077353763,2.6968718686748248,True,Summer,541
Eiffel Tower,Agra,Canada,Europe,95.46831502831209,4761.46946694289,2.0461603588503374,True,Summer,248
Taj Mahal,Paris,USA,Europe,38.357404505178344,2894.3767322184935,3.777516466215293,True,Spring,822
Niagara Falls,Paris,Greece,Europe,71.48194750064988,1991.7775779441472,3.6034877320350693,False,Winter,894
Louvre Museum,New York,France,Europe,46.746535805882566,3131.4102397161314,4.244132072609868,True,Spring,325
Taj Mahal,Anaheim,USA,North America,65.66900615578886,3656.2494700973566,2.4006406066735275,False,Fall,801
Colosseum,Santorini,Greece,Asia,91.94629679533777,1475.8202125376463,2.917645707937164,False,Summer,208
Louvre Museum,Cusco,France,Europe,58.82763754886228,3890.789181682395,2.5591817077055334,True,Spring,33
Statue of Liberty,Anaheim,USA,Asia,43.801660338347055,1760.8578830003914,1.40931234242173,False,Summer,859
Colosseum,Ontario,China,Asia,62.193950883071864,4200.02016867298,4.3617734394732155,True,Fall,169
Eiffel Tower,Agra,Peru,North America,65.96508044037031,2049.125246283681,1.517608986048641,True,Spring,422
Disneyland,Anaheim,Italy,Asia,4.328290424603351,1847.1467124443755,1.3402987507191204,True,Summer,915
Machu Picchu,Beijing,China,South America,83.20147917507735,1783.856646078157,2.9936567155066913,False,Spring,366
Louvre Museum,Ontario,Greece,North America,84.70376084153891,2812.003758591955,4.56361838323728,False,Spring,468
Disneyland,Cusco,China,North America,78.7842919256962,4981.839091744292,2.5906102844533114,True,Summer,62
Statue of Liberty,Anaheim,India,Europe,42.12967799149664,4476.029210278661,3.9848186049247882,True,Spring,340
Great Wall of China,Cusco,Italy,Europe,85.8912901063151,1659.043075597812,2.188716916029141,False,Summer,119
Louvre Museum,Cusco,Greece,Asia,1.3534621479734095,4683.776538491181,4.1201954900227005,True,Summer,6
Disneyland,Ontario,USA,Asia,7.83367420547729,404.7259020298569,1.6930060558587101,True,Spring,503
Statue of Liberty,Paris,France,Asia,54.046522856932185,506.61204698536795,2.802666329904625,False,Winter,275
Eiffel Tower,Beijing,Greece,Asia,8.569849677664582,693.3104468969425,2.9935156287553575,False,Fall,333
Louvre Museum,Beijing,India,Asia,21.10578431886141,1357.3145954924285,2.8428185537608024,True,Fall,263
Niagara Falls,New York,Canada,North America,68.62132302276055,1358.1770911615604,1.1885875613477275,True,Summer,313
Statue of Liberty,Rome,USA,Europe,60.95770685753478,3303.073847311066,3.839406103379741,True,Fall,822
Colosseum,New York,India,Asia,75.44268179510821,2014.822661823939,3.235030739851117,False,Spring,733
Statue of Liberty,Agra,Canada,Europe,92.24622830997902,1421.0021596275287,2.491677592563175,True,Fall,284
Niagara Falls,Ontario,India,Europe,59.86144718742833,2770.9353282908605,2.520463430438615,True,Spring,495
Colosseum,Agra,France,Europe,91.1674089898016,1041.7851644312746,1.940035461434995,True,Spring,736
Great Wall of China,Beijing,Peru,Asia,13.034289119690756,4858.241512862843,2.0954987585433287,True,Fall,426
Niagara Falls,Anaheim,USA,North America,49.072486789171585,3477.356497731392,3.192890247979637,True,Spring,731
Disneyland,Agra,India,Europe,13.020532731673196,2820.7097582509655,2.1369280571842273,False,Spring,775
Machu Picchu,Paris,Peru,Europe,23.10736229137704,4763.632956980188,4.081785295863211,True,Fall,501
Disneyland,New York,USA,North America,8.826464925101005,4212.785620922361,1.1488875391451105,False,Summer,124
Louvre Museum,Agra,USA,South America,93.98880588874668,3008.79552434305,3.348056230069559,False,Spring,815
Niagara Falls,Santorini,India,North America,82.01113056152086,2887.3789561796207,3.771930621848132,False,Fall,640
Colosseum,Cusco,Canada,Europe,49.3158016215403,2171.7928342930018,4.750300110985073,False,Spring,153
Statue of Liberty,Paris,India,Europe,10.477196705371247,2048.6982278551714,3.609047808218717,True,Summer,308
Eiffel Tower,New York,Canada,North America,59.17739290210033,3476.8916830168914,4.804407314693407,False,Summer,78
Taj Mahal,Agra,Italy,Europe,46.819813503439825,1015.2987660561863,3.306553271685403,False,Summer,762
Disneyland,Agra,India,Europe,28.732453863799027,3382.399352278729,3.822150219879638,True,Fall,617
Colosseum,Cusco,Peru,North America,17.145751516805834,4833.708404078105,1.9805190481731363,False,Summer,321
Great Wall of China,Agra,India,North America,98.59859498441337,3826.582227798454,2.192957602552165,True,Summer,520
Louvre Museum,Rome,Greece,Europe,79.69355624230622,608.3345386810946,3.1256971316146713,True,Summer,173
Great Wall of China,Agra,France,Europe,78.96935524398366,2133.8324068946267,1.1634966661931108,False,Winter,622
Disneyland,Paris,Greece,Asia,20.349468669676128,3424.9022854035993,2.1381119249377374,True,Spring,316
Taj Mahal,Rome,France,Asia,50.66620627021699,1145.4115234724443,4.368961778749675,True,Summer,260
Niagara Falls,Paris,Canada,North America,34.01372143332963,2927.0077385567765,1.696786548934997,False,Summer,753
Taj Mahal,Cusco,France,North America,69.57709895167001,4608.51357565265,3.898616208533873,True,Summer,658
Colosseum,Agra,Greece,North America,18.84522841434708,4824.621544975898,3.706151848578341,True,Fall,467
Eiffel Tower,Santorini,France,North America,45.59323931346678,3173.1174638805696,4.586199776862468,True,Fall,210
Great Wall of China,Paris,Peru,North America,47.91362978423062,1175.891708313821,3.6924153131738886,True,Summer,12
Disneyland,Agra,Canada,Asia,44.15802206691267,3846.626878697533,1.6734642513455653,True,Winter,497
Eiffel Tower,Cusco,USA,Asia,14.42389745947844,1026.2008517626327,1.1263972491613106,False,Fall,423
Statue of Liberty,Paris,China,Europe,50.625152970588125,2883.0501315978267,2.0001340437218498,True,Spring,994
Santorini,New York,India,South America,88.76101996755116,1967.527482280632,4.6395645110363635,False,Spring,62
Niagara Falls,Santorini,USA,North America,99.8444663212167,3025.0150560433435,1.535154188441517,True,Summer,205
Colosseum,Paris,India,Asia,44.361169759944616,3157.687967956547,1.2585833292891033,False,Summer,176
Colosseum,Beijing,Greece,Europe,30.899985319178967,628.983489974979,4.510957340910485,True,Spring,829
Louvre Museum,New York,China,North America,72.76425236955343,1906.1348988072866,2.146451525954993,False,Winter,326
Disneyland,Beijing,France,Asia,36.928467170186664,4552.8240898299055,3.4248005228011493,False,Spring,694
Disneyland,Agra,Italy,Europe,25.150258939637258,4425.441046428443,1.7014081464958135,True,Spring,477
Eiffel Tower,Paris,France,Asia,22.62131235225954,3916.019721294109,1.9991235691227436,False,Spring,598
Statue of Liberty,Anaheim,Italy,Europe,22.07358950006358,3457.6375503635854,3.7436316871520776,False,Fall,902
Taj Mahal,Agra,France,Europe,58.58805628566759,1065.9347200805287,2.361275643746254,True,Spring,874
Taj Mahal,Paris,France,Asia,97.177585202116,2313.5288429709976,4.636242053471182,True,Summer,881
Disneyland,Paris,France,North America,18.799855475897598,2658.6490215604563,3.616584657317873,True,Fall,727
Eiffel Tower,Ontario,USA,Asia,6.141576300943103,361.87074327329725,4.006232876718881,True,Summer,44
Great Wall of China,Agra,India,Europe,26.547291402206657,2627.755850032222,2.918919050366706,True,Fall,820
Eiffel Tower,Agra,India,North America,21.258848309327348,3860.5040410235606,2.2525239359251685,False,Summer,414
Statue of Liberty,New York,Canada,Europe,75.48797019769805,1865.062635612051,1.7186571163684188,True,Summer,63
Santorini,Ontario,USA,Europe,50.193984707869085,444.95228503008,2.48389619823495,True,Summer,820
Colosseum,Paris,Greece,North America,95.87310359893914,4496.190696323897,4.010101185472168,True,Fall,348
Eiffel Tower,Ontario,China,North America,91.50757954084165,4036.0537771109216,1.5202357612333426,False,Summer,883
Taj Mahal,Agra,Greece,Europe,62.23911288482264,394.15974200950376,3.163571815414862,False,Fall,947
Eiffel Tower,Ontario,India,North America,96.13437700815021,3159.3228098460672,1.9148910014066791,True,Summer,655
Disneyland,Rome,France,South America,29.0673645042386,2351.7865373979485,2.35431135443322,False,Spring,194
Santorini,Santorini,France,Europe,46.54428641760091,1422.5703793495618,3.427961141058672,False,Summer,352
Taj Mahal,New York,India,Europe,24.948187658665823,1618.9860429275714,3.8392001906578437,True,Spring,547
Santorini,Paris,Peru,North America,70.25542021100384,4662.907499476722,3.1439034532026953,True,Winter,331
Great Wall of China,Rome,USA,North America,47.61235141053108,2214.9085410823723,1.2933293037110056,False,Spring,518
Great Wall of China,Anaheim,Greece,Asia,75.89189614224517,2276.7103934139814,1.703338350234235,True,Summer,253
Santorini,Ontario,Peru,Europe,38.36710405051782,1758.3121590180126,2.237672971847703,False,Fall,13
Taj Mahal,Santorini,Italy,Asia,59.13842280144093,4616.318918730042,4.671088729587802,False,Winter,267
Disneyland,Santorini,Canada,Asia,53.066852007231944,4408.392676452044,3.0091677643878634,False,Spring,950
Eiffel Tower,Rome,USA,Asia,69.74923763362865,948.7671713934295,1.8836547554478829,False,Summer,107
Colosseum,Beijing,France,North America,90.85747591779189,3713.871254692972,4.70529491743295,False,Spring,404
Eiffel Tower,Beijing,Greece,Asia,92.44214075550366,3237.21226595877,1.2944316735667267,False,Spring,489
Colosseum,Ontario,Canada,Asia,19.470385905401233,4640.195883276711,3.7756663916373823,False,Winter,935
Great Wall of China,Cusco,Peru,Europe,6.600824017186165,2963.6366950286033,3.1229752925920264,False,Fall,478
Santorini,Paris,USA,North America,74.77566287960889,2032.1033839736422,1.1260492416209518,False,Summer,591
